Sample in Buffer,Sample in Window,TRIGGER,i_system_wrapper/system_i/util_fmcjesdadc1_xcvr_rx_out_clk_0,i_system_wrapper/system_i/axi_ad9250_core_adc_data_a[31:0],data_a_high[13:0],i_system_wrapper/system_i/axi_ad9250_core_adc_data_b[31:0],i_system_wrapper/system_i/axi_ad9250_core_rx_ready,i_system_wrapper/system_i/axi_ad9250_core_adc_clk,i_system_wrapper/system_i/axi_ad9250_core_adc_valid_a
337,337,0,0,0026008f,38,ffefff84,1,0,1
338,338,0,0,ff72ffad,-142,00a00062,1,0,1
339,339,0,0,fff9ff8f,-7,00170083,1,0,1
340,340,0,0,00ac006f,172,ff65ffa5,1,0,1
341,341,0,0,0026008d,38,ffedff82,1,0,1
342,342,0,0,ff6dffae,-147,009e0061,1,0,1
343,343,0,0,fffaff8e,-6,001b0081,1,0,1
344,344,0,0,00ac006f,172,ff67ffa4,1,0,1
345,345,0,0,0026008d,38,ffedff83,1,0,1
346,346,0,0,ff6effad,-146,00a00063,1,0,1
347,347,0,0,fffbff8d,-5,00160081,1,0,1
348,348,0,0,00ac0070,172,ff65ffa4,1,0,1
349,349,0,0,0024008e,36,ffeeff84,1,0,1
350,350,0,0,ff6fffad,-145,00a20062,1,0,1
351,351,0,0,fffaff8e,-6,001a0083,1,0,1
352,352,0,0,00ae006e,174,ff65ffa3,1,0,1
353,353,0,0,0024008e,36,ffeeff86,1,0,1
354,354,0,0,ff71ffad,-143,00a20063,1,0,1
355,355,0,0,fffaff8f,-6,00190083,1,0,1
356,356,0,0,00aa0070,170,ff66ffa5,1,0,1
357,357,0,0,0022008f,34,ffedff82,1,0,1
358,358,0,0,ff71ffad,-143,00a5005f,1,0,1
359,359,0,0,fffaff91,-6,001b0080,1,0,1
360,360,0,0,00a9006d,169,ff67ffa3,1,0,1
361,361,0,0,0024008f,36,ffeaff84,1,0,1
362,362,0,0,ff70ffac,-144,009f0061,1,0,1
363,363,0,0,fff9ff8f,-7,00180082,1,0,1
364,364,0,0,00ae0072,174,ff66ffa5,1,0,1
365,365,0,0,0025008b,37,ffecff85,1,0,1
366,366,0,0,ff72ffb0,-142,00a10062,1,0,1
367,367,0,0,fffaff8f,-6,00190087,1,0,1
368,368,0,0,00af006f,175,ff63ffa4,1,0,1
369,369,0,0,0024008e,36,ffeeff86,1,0,1
370,370,0,0,ff71ffac,-143,00a20063,1,0,1
371,371,0,0,fff8ff8f,-8,00160085,1,0,1
372,372,0,0,00ab0070,171,ff64ffa3,1,0,1
373,373,0,0,0026008c,38,ffeeff89,1,0,1
374,374,0,0,ff6fffb2,-145,00a10064,1,0,1
375,375,0,0,fff7ff8e,-9,00170082,1,0,1
376,376,0,0,00ab006d,171,ff65ffa5,1,0,1
377,377,0,0,0025008d,37,ffeeff85,1,0,1
378,378,0,0,ff6fffae,-145,009f0062,1,0,1
379,379,0,0,fff7ff91,-9,00190082,1,0,1
380,380,0,0,00ad006d,173,ff69ffa3,1,0,1
381,381,0,0,0023008e,35,ffecff84,1,0,1
382,382,0,0,ff6effaf,-146,00a20065,1,0,1
383,383,0,0,fff7ff8c,-9,00180082,1,0,1
384,384,0,0,00aa0072,170,ff67ffa4,1,0,1
385,385,0,0,00240091,36,ffefff83,1,0,1
386,386,0,0,ff6fffad,-145,00a00061,1,0,1
387,387,0,0,fff8ff90,-8,001b0086,1,0,1
388,388,0,0,00ac006f,172,ff65ffa3,1,0,1
389,389,0,0,0024008e,36,ffedff86,1,0,1
390,390,0,0,ff6effae,-146,009f0066,1,0,1
391,391,0,0,fff7ff8e,-9,001a0082,1,0,1
392,392,0,0,00ae0071,174,ff66ffa4,1,0,1
393,393,0,0,0024008e,36,ffeeff86,1,0,1
394,394,0,0,ff71ffb1,-143,009f0064,1,0,1
395,395,0,0,fff7ff8e,-9,001a0082,1,0,1
396,396,0,0,00ad0070,173,ff65ffa5,1,0,1
397,397,0,0,0020008d,32,ffeeff85,1,0,1
398,398,0,0,ff70ffaf,-144,00a10060,1,0,1
399,399,0,0,fff9ff8b,-7,001a0085,1,0,1
400,400,0,0,00ad006f,173,ff64ffa3,1,0,1
401,401,0,0,0024008d,36,ffebff83,1,0,1
402,402,0,0,ff70ffad,-144,00a30062,1,0,1
403,403,0,0,fffaff8d,-6,00180080,1,0,1
404,404,0,0,00ac006e,172,ff65ffa4,1,0,1
405,405,0,0,0022008e,34,ffecff82,1,0,1
406,406,0,0,ff6effae,-146,00a30062,1,0,1
407,407,0,0,fff9ff8f,-7,001b0081,1,0,1
408,408,0,0,00aa006f,170,ff66ffa2,1,0,1
409,409,0,0,0025008f,37,ffecff84,1,0,1
410,410,0,0,ff6dffaf,-147,00a30060,1,0,1
411,411,0,0,fff7ff8e,-9,00190082,1,0,1
412,412,0,0,00ac006f,172,ff65ffa3,1,0,1
413,413,0,0,0024008e,36,ffedff83,1,0,1
414,414,0,0,ff73ffac,-141,00a20063,1,0,1
415,415,0,0,fffaff8e,-6,001b0081,1,0,1
416,416,0,0,00aa0070,170,ff68ffa7,1,0,1
417,417,0,0,0021008e,33,ffebff83,1,0,1
418,418,0,0,ff6fffab,-145,00a10065,1,0,1
419,419,0,0,fffbff8f,-5,001b0086,1,0,1
420,420,0,0,00ad006e,173,ff63ffa3,1,0,1
421,421,0,0,00240090,36,ffedff85,1,0,1
422,422,0,0,ff70ffaf,-144,00a10064,1,0,1
423,423,0,0,fff6ff8d,-10,00170082,1,0,1
424,424,0,0,00ad0070,173,ff69ffa8,1,0,1
425,425,0,0,0026008b,38,ffedff85,1,0,1
426,426,0,0,ff6effaf,-146,00a20065,1,0,1
427,427,0,0,fffaff8f,-6,001c0083,1,0,1
428,428,0,0,00ab006c,171,ff66ffa3,1,0,1
429,429,0,0,0023008d,35,ffeeff85,1,0,1
430,430,0,0,ff73ffaf,-141,00a10062,1,0,1
431,431,0,0,fff8ff8e,-8,001b0080,1,0,1
432,432,0,0,00a90071,169,ff65ffa2,1,0,1
433,433,0,0,0024008e,36,ffecff86,1,0,1
434,434,0,0,ff71ffae,-143,00a10063,1,0,1
435,435,0,0,fff8ff8f,-8,001c0083,1,0,1
436,436,0,0,00ac0071,172,ff66ffa3,1,0,1
437,437,0,0,0023008d,35,ffefff83,1,0,1
438,438,0,0,ff6fffab,-145,00a10063,1,0,1
439,439,0,0,fffbff8f,-5,001a0084,1,0,1
440,440,0,0,00ab006d,171,ff67ffa6,1,0,1
441,441,0,0,0027008d,39,ffedff86,1,0,1
442,442,0,0,ff6fffae,-145,00a60060,1,0,1
443,443,0,0,fff6ff8f,-10,00180084,1,0,1
444,444,0,0,00ad006f,173,ff67ffa2,1,0,1
445,445,0,0,0021008e,33,ffecff86,1,0,1
446,446,0,0,ff71ffae,-143,00a30064,1,0,1
447,447,0,0,fff8ff8f,-8,001b0084,1,0,1
448,448,0,0,00ab006d,171,ff65ffa0,1,0,1
449,449,0,0,0025008d,37,fff0ff86,1,0,1
450,450,0,0,ff6effae,-146,00a00063,1,0,1
451,451,0,0,fffaff8f,-6,00180086,1,0,1
452,452,0,0,00ad0072,173,ff65ffa7,1,0,1
453,453,0,0,0024008b,36,ffecff86,1,0,1
454,454,0,0,ff6effae,-146,00a20061,1,0,1
455,455,0,0,fffbff8d,-5,001a0084,1,0,1
456,456,0,0,00ad006f,173,ff67ffa3,1,0,1
457,457,0,0,0025008f,37,ffedff85,1,0,1
458,458,0,0,ff6dffaf,-147,00a40062,1,0,1
459,459,0,0,fff5ff91,-11,00180081,1,0,1
460,460,0,0,00ab006f,171,ff66ffa3,1,0,1
461,461,0,0,0023008d,35,ffeeff84,1,0,1
462,462,0,0,ff70ffac,-144,00a20062,1,0,1
463,463,0,0,fff4ff8d,-12,00180081,1,0,1
464,464,0,0,00ac006c,172,ff68ffa5,1,0,1
465,465,0,0,0022008e,34,ffedff86,1,0,1
466,466,0,0,ff72ffaf,-142,00a30062,1,0,1
467,467,0,0,fffaff8e,-6,00190080,1,0,1
468,468,0,0,00aa006f,170,ff67ffa3,1,0,1
469,469,0,0,0025008c,37,ffedff86,1,0,1
470,470,0,0,ff6cffae,-148,00a20061,1,0,1
471,471,0,0,fff9ff90,-7,001a0083,1,0,1
472,472,0,0,00ad0070,173,ff67ffa5,1,0,1
473,473,0,0,0023008d,35,ffeeff83,1,0,1
474,474,0,0,ff72ffac,-142,009e0064,1,0,1
475,475,0,0,fff9ff8c,-7,001a0082,1,0,1
476,476,0,0,00ab0072,171,ff67ffa4,1,0,1
477,477,0,0,0024008b,36,ffecff84,1,0,1
478,478,0,0,ff6fffad,-145,00a10062,1,0,1
479,479,0,0,fff8ff8f,-8,00190082,1,0,1
480,480,0,0,00ad006f,173,ff67ffa5,1,0,1
481,481,0,0,0025008c,37,ffedff83,1,0,1
482,482,0,0,ff72ffae,-142,00a20066,1,0,1
483,483,0,0,fff7ff90,-9,001a0084,1,0,1
484,484,0,0,00ad006e,173,ff65ffa4,1,0,1
485,485,0,0,0023008e,35,ffeeff84,1,0,1
486,486,0,0,ff70ffaf,-144,00a30060,1,0,1
487,487,0,0,fff9ff8e,-7,001c0082,1,0,1
488,488,0,0,00aa006b,170,ff66ffa3,1,0,1
489,489,0,0,0025008d,37,ffedff85,1,0,1
490,490,0,0,ff73ffad,-141,009e0062,1,0,1
491,491,0,0,fff8ff8f,-8,001a0082,1,0,1
492,492,0,0,00b0006f,176,ff66ffa4,1,0,1
493,493,0,0,0025008b,37,ffedff85,1,0,1
494,494,0,0,ff70ffae,-144,009f0062,1,0,1
495,495,0,0,fff9ff8e,-7,001a0084,1,0,1
496,496,0,0,00ad006e,173,ff67ffa2,1,0,1
497,497,0,0,0023008b,35,ffedff86,1,0,1
498,498,0,0,ff6fffae,-145,00a00064,1,0,1
499,499,0,0,fffbff8d,-5,00180082,1,0,1
500,500,0,0,00a90070,169,ff68ffa3,1,0,1
501,501,0,0,0024008b,36,ffefff83,1,0,1
502,502,0,0,ff72ffac,-142,00a00062,1,0,1
503,503,0,0,fff7ff8c,-9,001b0084,1,0,1
504,504,0,0,00ac006e,172,ff64ffa1,1,0,1
505,505,0,0,0025008f,37,ffedff83,1,0,1
506,506,0,0,ff71ffaf,-143,00a20063,1,0,1
507,507,0,0,fff8ff8e,-8,001a0083,1,0,1
508,508,0,0,00af006d,175,ff66ffa5,1,0,1
509,509,0,0,0025008c,37,ffefff86,1,0,1
510,510,0,0,ff6effaf,-146,00a10060,1,0,1
511,511,0,0,fffcff91,-4,001a0082,1,0,1
512,512,0,0,00ae006f,174,ff67ffa4,1,0,1
513,513,0,0,0021008d,33,ffeeff85,1,0,1
514,514,0,0,ff6fffae,-145,00a20066,1,0,1
515,515,0,0,fffaff8e,-6,001b0082,1,0,1
516,516,0,0,00ae0070,174,ff65ffa3,1,0,1
517,517,0,0,0024008f,36,fff0ff86,1,0,1
518,518,0,0,ff72ffae,-142,00a20063,1,0,1
519,519,0,0,fffaff8d,-6,001b0083,1,0,1
520,520,0,0,00ac006e,172,ff67ffa3,1,0,1
521,521,0,0,0026008d,38,ffeeff84,1,0,1
522,522,0,0,ff71ffae,-143,00a10065,1,0,1
523,523,0,0,fff9ff8f,-7,001a0083,1,0,1
524,524,0,0,00ad006e,173,ff66ffa2,1,0,1
525,525,0,0,0023008f,35,ffedff85,1,0,1
526,526,0,0,ff71ffad,-143,00a20061,1,0,1
527,527,0,0,fff7ff90,-9,00180082,1,0,1
528,528,0,0,00ad006f,173,ff68ffa5,1,0,1
529,529,0,0,0027008c,39,ffedff85,1,0,1
530,530,0,0,ff71ffb1,-143,00a40063,1,0,1
531,531,0,0,fff7ff90,-9,001b0082,1,0,1
532,532,0,0,00ab0070,171,ff67ffa5,1,0,1
533,533,0,0,0023008d,35,fff0ff86,1,0,1
534,534,0,0,ff70ffb0,-144,00a20063,1,0,1
535,535,0,0,fff8ff8e,-8,00180083,1,0,1
536,536,0,0,00ab006e,171,ff66ffa3,1,0,1
537,537,0,0,0024008d,36,ffefff81,1,0,1
538,538,0,0,ff70ffab,-144,00a00062,1,0,1
539,539,0,0,fff8ff8f,-8,00190082,1,0,1
540,540,0,0,00af006f,175,ff6affa4,1,0,1
541,541,0,0,00260090,38,ffeeff84,1,0,1
542,542,0,0,ff6effab,-146,00a40064,1,0,1
543,543,0,0,fffaff90,-6,001b0084,1,0,1
544,544,0,0,00ab0070,171,ff66ffa3,1,0,1
545,545,0,0,0027008e,39,ffeeff84,1,0,1
546,546,0,0,ff6effae,-146,00a20062,1,0,1
547,547,0,0,fff8ff8a,-8,00180085,1,0,1
548,548,0,0,00ac006f,172,ff68ffa3,1,0,1
549,549,0,0,0023008e,35,ffefff86,1,0,1
550,550,0,0,ff6effaf,-146,00a40064,1,0,1
551,551,0,0,fffaff8d,-6,00170082,1,0,1
552,552,0,0,00ac006e,172,ff65ffa6,1,0,1
553,553,0,0,0025008f,37,fff0ff89,1,0,1
554,554,0,0,ff72ffad,-142,00a00063,1,0,1
555,555,0,0,fff8ff8e,-8,001e0082,1,0,1
556,556,0,0,00ad006f,173,ff65ffa5,1,0,1
557,557,0,0,0024008d,36,ffeeff85,1,0,1
558,558,0,0,ff6effaf,-146,00a30060,1,0,1
559,559,0,0,fffaff91,-6,00160080,1,0,1
560,560,0,0,00ae0070,174,ff68ffa5,1,0,1
561,561,0,0,0024008d,36,ffedff85,1,0,1
562,562,0,0,ff72ffae,-142,00a20061,1,0,1
563,563,0,0,fff6ff8c,-10,00190081,1,0,1
564,564,0,0,00ac0070,172,ff69ffa3,1,0,1
565,565,0,0,0027008c,39,ffedff85,1,0,1
566,566,0,0,ff6fffac,-145,00a10065,1,0,1
567,567,0,0,fff8ff91,-8,00170083,1,0,1
568,568,0,0,00ad006c,173,ff66ffa6,1,0,1
569,569,0,0,0026008c,38,fff0ff85,1,0,1
570,570,0,0,ff70ffaf,-144,00a10063,1,0,1
571,571,0,0,fff8ff8d,-8,00170082,1,0,1
572,572,0,0,00ac0070,172,ff67ffa5,1,0,1
573,573,0,0,0024008d,36,ffedff85,1,0,1
574,574,0,0,ff70ffaf,-144,00a30061,1,0,1
575,575,0,0,fffaff90,-6,00170082,1,0,1
576,576,0,0,00ae006d,174,ff69ffa5,1,0,1
577,577,0,0,00220090,34,ffecff86,1,0,1
578,578,0,0,ff6fffab,-145,00a10062,1,0,1
579,579,0,0,fff8ff8f,-8,00170083,1,0,1
580,580,0,0,00ae0070,174,ff66ffa5,1,0,1
581,581,0,0,00240090,36,fff0ff86,1,0,1
582,582,0,0,ff72ffb2,-142,009f0062,1,0,1
583,583,0,0,fffaff8f,-6,001a0084,1,0,1
584,584,0,0,00ae006f,174,ff65ffa3,1,0,1
585,585,0,0,00240091,36,ffedff85,1,0,1
586,586,0,0,ff70ffae,-144,00a00064,1,0,1
587,587,0,0,fffaff8f,-6,00170082,1,0,1
588,588,0,0,00ab006d,171,ff67ffa4,1,0,1
589,589,0,0,0023008d,35,ffedff87,1,0,1
590,590,0,0,ff73ffae,-141,00a00064,1,0,1
591,591,0,0,fffaff91,-6,00170081,1,0,1
592,592,0,0,00ad006f,173,ff66ffa4,1,0,1
593,593,0,0,0024008d,36,fff0ff85,1,0,1
594,594,0,0,ff71ffaf,-143,00a10064,1,0,1
595,595,0,0,fff8ff91,-8,001b0084,1,0,1
596,596,0,0,00ad006e,173,ff67ffa4,1,0,1
597,597,0,0,0023008f,35,ffeeff83,1,0,1
598,598,0,0,ff74ffb0,-140,00a20064,1,0,1
599,599,0,0,fff8ff90,-8,00190080,1,0,1
600,600,0,0,00ac0070,172,ff67ffa5,1,0,1
601,601,0,0,0025008f,37,ffecff83,1,0,1
602,602,0,0,ff70ffaf,-144,00a10062,1,0,1
603,603,0,0,fff7ff90,-9,00190083,1,0,1
604,604,0,0,00ac006e,172,ff64ffa6,1,0,1
605,605,0,0,0023008e,35,ffebff86,1,0,1
606,606,0,0,ff6dffb0,-147,00a4005e,1,0,1
607,607,0,0,fff9ff89,-7,001a0084,1,0,1
608,608,0,0,00b0006f,176,ff67ffa4,1,0,1
609,609,0,0,0026008e,38,ffedff86,1,0,1
610,610,0,0,ff72ffaf,-142,009f0062,1,0,1
611,611,0,0,fff8ff8c,-8,00190085,1,0,1
612,612,0,0,00ad006f,173,ff68ffa5,1,0,1
613,613,0,0,0023008d,35,ffedff88,1,0,1
614,614,0,0,ff70ffaf,-144,00a00065,1,0,1
615,615,0,0,fff9ff90,-7,001b007f,1,0,1
616,616,0,0,00ad006d,173,ff67ffa5,1,0,1
617,617,0,0,001f008a,31,ffeeff85,1,0,1
618,618,0,0,ff70ffaf,-144,00a30064,1,0,1
619,619,0,0,fff8ff8f,-8,00190081,1,0,1
620,620,0,0,00ac0074,172,ff6affa1,1,0,1
621,621,0,0,0025008e,37,ffecff83,1,0,1
622,622,0,0,ff6effae,-146,00a10065,1,0,1
623,623,0,0,fff9ff8d,-7,00160082,1,0,1
624,624,0,0,00aa006f,170,ff64ffa3,1,0,1
625,625,0,0,00250090,37,ffedff86,1,0,1
626,626,0,0,ff70ffae,-144,00a30064,1,0,1
627,627,0,0,fffbff8e,-5,00180082,1,0,1
628,628,0,0,00ad0072,173,ff65ffa4,1,0,1
629,629,0,0,0025008d,37,ffedff85,1,0,1
630,630,0,0,ff72ffb1,-142,009e0063,1,0,1
631,631,0,0,fffeff8d,-2,00170081,1,0,1
632,632,0,0,00ac006e,172,ff65ffa3,1,0,1
633,633,0,0,0024008e,36,ffedff86,1,0,1
634,634,0,0,ff6fffae,-145,009e0061,1,0,1
635,635,0,0,fffcff90,-4,001b0085,1,0,1
636,636,0,0,00ab0071,171,ff64ffa5,1,0,1
637,637,0,0,0026008c,38,ffedff86,1,0,1
638,638,0,0,ff73ffaf,-141,009f0065,1,0,1
639,639,0,0,fffbff8f,-5,001c0085,1,0,1
640,640,0,0,00ad0070,173,ff63ffa5,1,0,1
641,641,0,0,0026008d,38,ffedff83,1,0,1
642,642,0,0,ff70ffad,-144,00a00063,1,0,1
643,643,0,0,fffaff8d,-6,001a0083,1,0,1
644,644,0,0,00ae006c,174,ff63ffa5,1,0,1
645,645,0,0,0022008f,34,ffefff86,1,0,1
646,646,0,0,ff6cffad,-148,00a20063,1,0,1
647,647,0,0,fff8ff90,-8,001a0081,1,0,1
648,648,0,0,00ad006e,173,ff65ffa7,1,0,1
649,649,0,0,0026008f,38,ffefff85,1,0,1
650,650,0,0,ff6fffaf,-145,00a20062,1,0,1
651,651,0,0,fff8ff90,-8,001c0083,1,0,1
652,652,0,0,00ab006e,171,ff65ffa5,1,0,1
653,653,0,0,0024008c,36,ffebff83,1,0,1
654,654,0,0,ff72ffaf,-142,009f0064,1,0,1
655,655,0,0,fff8ff8f,-8,0017007f,1,0,1
656,656,0,0,00af006f,175,ff65ffa5,1,0,1
657,657,0,0,0024008d,36,ffecff82,1,0,1
658,658,0,0,ff72ffac,-142,00a10064,1,0,1
659,659,0,0,fff7ff90,-9,00180082,1,0,1
660,660,0,0,00af006f,175,ff64ffa4,1,0,1
661,661,0,0,0025008e,37,ffeeff85,1,0,1
662,662,0,0,ff6fffb1,-145,009f0062,1,0,1
663,663,0,0,fffcff90,-4,001a0081,1,0,1
664,664,0,0,00af006f,175,ff66ffa2,1,0,1
665,665,0,0,00260090,38,ffeeff84,1,0,1
666,666,0,0,ff72ffb1,-142,009f0062,1,0,1
667,667,0,0,fff9ff91,-7,001b0083,1,0,1
668,668,0,0,00aa0070,170,ff69ffa3,1,0,1
669,669,0,0,0024008d,36,ffefff83,1,0,1
670,670,0,0,ff72ffae,-142,00a20061,1,0,1
671,671,0,0,fff9ff8d,-7,00170083,1,0,1
672,672,0,0,00ac0070,172,ff69ffa2,1,0,1
673,673,0,0,0026008f,38,ffefff83,1,0,1
674,674,0,0,ff70ffae,-144,00a10061,1,0,1
675,675,0,0,fff6ff8f,-10,001b0080,1,0,1
676,676,0,0,00ac0072,172,ff67ffa2,1,0,1
677,677,0,0,0026008d,38,ffeaff87,1,0,1
678,678,0,0,ff6dffae,-147,00a00064,1,0,1
679,679,0,0,fffaff91,-6,001b0082,1,0,1
680,680,0,0,00ae0073,174,ff64ffa4,1,0,1
